,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,entry,Confirmed,1Physical Flowday2018-12-312019-01-01CZ-TSO-0001ITP-00537entrykWh/d,,CZ-TSO-0001,2019-01-01T00:00:00+01:00,2019-01-02T00:00:00+01:00,day,ITP-00537,VIP Brandov-GASPOOL,21X000000001304L,kWh/d,0
1,exit,Confirmed,1Physical Flowday2018-12-312019-01-01CZ-TSO-0001ITP-00537exitkWh/d,,CZ-TSO-0001,2019-01-01T00:00:00+01:00,2019-01-02T00:00:00+01:00,day,ITP-00537,VIP Brandov-GASPOOL,21X000000001304L,kWh/d,0
2,entry,Confirmed,1Physical Flowday2018-12-312019-01-01CZ-TSO-0001UGS-00446entrykWh/d,,CZ-TSO-0001,2019-01-01T00:00:00+01:00,2019-01-02T00:00:00+01:00,day,UGS-00446,VGS Moravia,21X000000001304L,kWh/d,0
3,exit,Confirmed,1Physical Flowday2018-12-312019-01-01CZ-TSO-0001UGS-00446exitkWh/d,,CZ-TSO-0001,2019-01-01T00:00:00+01:00,2019-01-02T00:00:00+01:00,day,UGS-00446,VGS Moravia,21X000000001304L,kWh/d,0
4,exit,Provisional,1Physical Flowday2019-01-012019-01-02RO-TSO-0001DIS-00058exitkWh/d,,RO-TSO-0001,2019-01-01T05:00:00+01:00,2019-01-02T05:00:00+01:00,day,DIS-00058,Distribution (RO),21X-RO-A-A0A0A-S,kWh/d,369577947.4
5,exit,Provisional,1Physical Flowday2019-01-012019-01-02RO-TSO-0001FNC-00010exitkWh/d,,RO-TSO-0001,2019-01-01T05:00:00+01:00,2019-01-02T05:00:00+01:00,day,FNC-00010,Final Consumers (RO),21X-RO-A-A0A0A-S,kWh/d,99137810.51
6,entry,Provisional,1Physical Flowday2019-01-012019-01-02RO-TSO-0001ITP-00032entrykWh/d,,RO-TSO-0001,2019-01-01T05:00:00+01:00,2019-01-02T05:00:00+01:00,day,ITP-00032,Csanadpalota,21X-RO-A-A0A0A-S,kWh/d,40672027.63
7,exit,Provisional,1Physical Flowday2019-01-012019-01-02RO-TSO-0001ITP-00032exitkWh/d,,RO-TSO-0001,2019-01-01T05:00:00+01:00,2019-01-02T05:00:00+01:00,day,ITP-00032,Csanadpalota,21X-RO-A-A0A0A-S,kWh/d,0
8,exit,Provisional,1Physical Flowday2019-01-012019-01-02RO-TSO-0001ITP-00058exitkWh/d,,RO-TSO-0001,2019-01-01T05:00:00+01:00,2019-01-02T05:00:00+01:00,day,ITP-00058,Negru Voda I (RO) / Kardam (BG),21X-RO-A-A0A0A-S,kWh/d,79775392
9,entry,Provisional,1Physical Flowday2019-01-012019-01-02RO-TSO-0001ITP-00087entrykWh/d,,RO-TSO-0001,2019-01-01T05:00:00+01:00,2019-01-02T05:00:00+01:00,day,ITP-00087,Isaccea (RO) - Orlovka (UA) I,21X-RO-A-A0A0A-S,kWh/d,81156376
