,direction_key,flow_status,id,id_point_type,operator_key,period_from,period_to,period_type,point_key,point_label,tso_eic_code,unit,value
0,exit,Confirmed,1Physical Flowday2023-08-312023-09-01CZ-TSO-0001ITP-00535exitkWh/d,0.0,CZ-TSO-0001,2023-09-01T00:00:00+02:00,2023-09-02T00:00:00+02:00,day,ITP-00535,Deutschneudorf EUGAL Brandov ,21X000000001304L,kWh/d,0
1,entry,Provisional,1Physical Flowday2023-09-012023-09-02FI-TSO-0003LNG-00072entrykWh/d,2.0,FI-TSO-0003,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,LNG-00072,Inkoo LNG (FI),21X000000001393X,kWh/d,82529643.66
2,entry,Provisional,1Physical Flowday2023-09-012023-09-02AT-TSO-0003ITP-00037entrykWh/d,0.0,AT-TSO-0003,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
3,exit,Provisional,1Physical Flowday2023-09-012023-09-02AT-TSO-0003ITP-00037exitkWh/d,0.0,AT-TSO-0003,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00037,Baumgarten (TAG),21X-AT-C-A0A0A-B,kWh/d,0
4,entry,Provisional,1Physical Flowday2023-09-012023-09-02AT-TSO-0003ITP-00040entrykWh/d,0.0,AT-TSO-0003,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,89962109
5,exit,Provisional,1Physical Flowday2023-09-012023-09-02AT-TSO-0003ITP-00040exitkWh/d,0.0,AT-TSO-0003,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00040,Tarvisio (IT) / Arnoldstein (AT),21X-AT-C-A0A0A-B,kWh/d,0
6,entry,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00302entrykWh/d,0.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00302,Negru Voda III,21X-RO-A-A0A0A-S,kWh/d,0
7,exit,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00302exitkWh/d,0.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00302,Negru Voda III,21X-RO-A-A0A0A-S,kWh/d,0
8,entry,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00299entrykWh/d,1.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00299,Isaccea (RO) - Orlovka (UA) II,21X-RO-A-A0A0A-S,kWh/d,0
9,exit,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00299exitkWh/d,1.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00299,Isaccea (RO) - Orlovka (UA) II,21X-RO-A-A0A0A-S,kWh/d,0
10,entry,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00300entrykWh/d,1.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00300,Isaccea (RO) - Orlovka (UA) III,21X-RO-A-A0A0A-S,kWh/d,0
11,exit,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00300exitkWh/d,1.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00300,Isaccea (RO) - Orlovka (UA) III,21X-RO-A-A0A0A-S,kWh/d,0
12,entry,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00301entrykWh/d,0.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00301,Negru Voda II,21X-RO-A-A0A0A-S,kWh/d,0
13,exit,Provisional,1Physical Flowday2023-09-012023-09-02RO-TSO-0001ITP-00301exitkWh/d,0.0,RO-TSO-0001,2023-09-01T06:00:00+02:00,2023-09-02T06:00:00+02:00,day,ITP-00301,Negru Voda II,21X-RO-A-A0A0A-S,kWh/d,0
